predicted_x	predicted_y	predicted_ax	predicted_ay	measured_x	measured_y	actual_x	actual_y	actual_ax	actual_ay
7.01404	0.0786207	-2.83144	-0.36629	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813
6.90008	-0.0313051	-2.7217	-0.602138	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811
6.75024	-0.0644539	-2.7217	-0.602138	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646
6.67216	-0.206301	-2.53329	-0.887544	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645
6.53289	-0.255094	-2.53329	-0.887544	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819
6.4606	-0.419265	-2.35749	-1.19039	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898
6.33103	-0.484687	-2.35749	-1.19039	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914
6.31088	-0.722542	-2.07036	-1.64291	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911
6.20738	-0.804671	-2.07036	-1.64291	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061
6.20686	-1.04741	-1.79971	-2.06503	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061
6.11691	-1.15062	-1.79971	-2.06503	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072
6.12254	-1.32785	-1.54827	-2.25974	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072
6.04494	-1.44111	-1.54827	-2.25974	6.24787	-1.61119	6.25	-1.6	0	-2.99288
6.07947	-1.63758	-1.25323	-2.47869	6.23547	-1.75335	6.25	-1.75	0	-2.99285
6.01059	-1.77381	-1.25323	-2.47869	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921
6.11621	-1.97164	-0.794681	-2.64056	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921
6.07251	-2.11684	-0.794681	-2.64056	6.53066	-2.26346	6.35	-2.2	0	-2.72782
6.17681	-2.29548	-0.406033	-2.72836	6.36917	-2.33894	6.35	-2.35	0	-2.72779
6.15448	-2.44552	-0.406033	-2.72836	6.27034	-2.51837	6.35	-2.55	0	-3.63689
6.2245	-2.65619	-0.163606	-2.88753	6.34287	-2.73391	6.35	-2.75	0	-3.63689
6.2155	-2.81505	-0.163606	-2.88753	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658
6.3087	-3.01294	0.104629	-2.98998	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658
6.31446	-3.17743	0.104629	-2.98998	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658
6.41535	-3.342	0.35429	-2.9902	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655
6.43485	-3.50653	0.35429	-2.9902	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613
6.5393	-3.65709	0.577219	-2.95353	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611
6.57103	-3.81945	0.577219	-2.95353	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871
6.66736	-3.9738	0.746723	-2.93249	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869
6.70845	-4.13518	0.746723	-2.93249	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568
6.79751	-4.27801	0.872593	-2.88383	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569
6.8455	-4.43662	0.872593	-2.88383	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732
6.96133	-4.57838	1.05059	-2.83963	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732
7.019	-4.73426	1.05059	-2.83963	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253
7.10218	-4.87461	1.11753	-2.79887	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251
7.15804	-5.0145	1.11753	-2.79887	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068
7.23076	-5.10789	1.16184	-2.67661	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066
7.28892	-5.24188	1.16184	-2.67661	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964
7.38465	-5.36421	1.26067	-2.64592	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964
7.45405	-5.50987	1.26067	-2.64592	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165
7.53776	-5.6174	1.29827	-2.54572	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648
7.60918	-5.75744	1.29827	-2.54572	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677
7.71725	-5.87349	1.39453	-2.48271	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677
7.79395	-6.01004	1.39453	-2.48271	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815
7.86563	-6.10198	1.38134	-2.36561	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815
7.94154	-6.23198	1.38134	-2.36561	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955
8.03452	-6.36129	1.42614	-2.36379	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953
8.11293	-6.49126	1.42614	-2.36379	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807
8.21921	-6.63328	1.49925	-2.39539	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804
8.30168	-6.76504	1.49925	-2.39539	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795
8.35459	-6.87165	1.4217	-2.3294	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795
8.43279	-6.99977	1.4217	-2.3294	8.2713	-6.91098	8.4	-7	0.909094	-2.72732
8.4804	-7.13931	1.34145	-2.35938	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732
8.5542	-7.26912	1.34145	-2.35938	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628
8.64172	-7.43033	1.37742	-2.44177	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628
8.71752	-7.5647	1.37742	-2.44177	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723
8.78197	-7.67334	1.34766	-2.37426	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721
8.85596	-7.80369	1.34766	-2.37426	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224
8.94178	-7.94179	1.3787	-2.39458	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221
9.01078	-8.06163	1.3787	-2.39458	9.1081	-8.22433	9	-8.1	0.999025	-2.99707
9.06904	-8.20752	1.35045	-2.46302	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704
9.14338	-8.34311	1.35045	-2.46302	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657
9.18398	-8.46612	1.26183	-2.42998	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655
9.25331	-8.59962	1.26183	-2.42998	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036
9.29092	-8.74522	1.17856	-2.46175	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033
9.35571	-8.88055	1.17856	-2.46175	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856
9.38695	-9.02909	1.09051	-2.49641	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856
9.44153	-9.15402	1.09051	-2.49641	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725
9.4743	-9.31879	1.03319	-2.60112	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724
9.53109	-9.46176	1.03319	-2.60112	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291
9.57184	-9.62348	0.991077	-2.6504	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291
9.62137	-9.75594	0.991077	-2.6504	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143
9.651	-9.91096	0.938746	-2.70974	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141
9.69799	-10.0466	0.938746	-2.70974	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755
9.74529	-10.1688	0.93953	-2.67431	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754
9.79694	-10.3158	0.93953	-2.67431	9.77731	-10.3295	9.75	-10.3	0	-2.72851
9.81291	-10.4574	0.845778	-2.65992	9.76557	-10.4501	9.75	-10.45	0	-2.72849
9.85943	-10.6037	0.845778	-2.65992	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704
9.88188	-10.7516	0.782548	-2.66416	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703
9.92096	-10.8847	0.782548	-2.66416	9.84397	-10.9287	9.85	-10.9	0	-3.00318
9.91618	-11.032	0.667214	-2.70158	9.85693	-11.0512	9.85	-11.05	0	-3.00316
9.94954	-11.167	0.667214	-2.70158	9.74773	-11.0482	9.85	-11.2	0	-3.00013
9.9246	-11.325	0.513855	-2.76165	9.84407	-11.3565	9.85	-11.35	0	-3.00012
9.95033	-11.4632	0.513855	-2.76165	9.79495	-11.4686	9.85	-11.5	0	-2.99592
9.91909	-11.6203	0.363976	-2.81124	9.83943	-11.6467	9.85	-11.65	0	-2.99592
9.93911	-11.775	0.363976	-2.81124	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746
9.86863	-11.8961	0.126153	-2.72281	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746
9.87557	-12.0457	0.126153	-2.72281	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875
9.77925	-12.1737	-0.145001	-2.66588	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873
9.77127	-12.3204	-0.145001	-2.66588	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667
9.67058	-12.4632	-0.388375	-2.65583	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665
9.64925	-12.6091	-0.388375	-2.65583	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006
9.5096	-12.7088	-0.698881	-2.53442	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005
9.47466	-12.8355	-0.698881	-2.53442	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033
9.2635	-12.9072	-1.16209	-2.38986	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033
9.19949	-13.0388	-1.16209	-2.38986	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707
9.00815	-13.0826	-1.49656	-2.1591	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708
8.92596	-13.2012	-1.49656	-2.1591	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089
8.71649	-13.243	-1.83078	-1.9575	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089
8.62485	-13.341	-1.83078	-1.9575	8.27267	-12.996	8.4	-13.15	-2.99683	0
8.41636	-13.315	-2.13797	-1.63167	8.25965	-13.1488	8.25	-13.15	-2.9968	0
8.29877	-13.4048	-2.13797	-1.63167	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028
8.08449	-13.3887	-2.39194	-1.3538	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902
7.95304	-13.4631	-2.39194	-1.3538	7.86599	-13.4154	7.8	-13.25	-2.7295	0
7.73549	-13.4112	-2.61801	-1.02217	7.62489	-13.249	7.65	-13.25	-2.7295	0
7.60459	-13.4623	-2.61801	-1.02217	7.50783	-13.2944	7.5	-13.25	-2.99994	0
7.41743	-13.3999	-2.76589	-0.723632	7.3419	-13.2474	7.35	-13.25	-2.99994	0
7.26529	-13.4397	-2.76589	-0.723632	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995
7.08547	-13.3412	-2.8386	-0.360193	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987
6.92938	-13.361	-2.8386	-0.360193	6.79473	-13.0433	6.85	-13.15	-3.63709	0
6.71986	-13.2843	-2.97888	-0.106922	6.65123	-13.1604	6.65	-13.15	-3.63709	0
6.57095	-13.2897	-2.97888	-0.106922	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018
6.39264	-13.186	-3.05614	0.179638	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019
6.22447	-13.1761	-3.05614	0.179638	6.27012	-13.1139	6.25	-13.05	-1.81729	0
6.09461	-13.1145	-2.95552	0.315412	6.14459	-13.0471	6.15	-13.05	-1.81729	0
5.93213	-13.0972	-2.95552	0.315412	5.99498	-12.9442	6	-12.95	-2.72861	1.81906
5.81086	-12.9752	-2.84734	0.590157	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907
5.66849	-12.9457	-2.84734	0.590157	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964
5.53681	-12.8447	-2.81921	0.778224	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954
5.39585	-12.8058	-2.81921	0.778224	5.45236	-12.7392	5.45	-12.7	-2.00001	1
5.29724	-12.7144	-2.70779	0.916073	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994
5.16167	-12.6686	-2.70779	0.916073	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733
5.07268	-12.5446	-2.58523	1.12169	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973
4.93068	-12.483	-2.58523	1.12169	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059
4.85532	-12.3453	-2.41012	1.32144	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058
4.73481	-12.2792	-2.41012	1.32144	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969
4.67169	-12.1055	-2.25918	1.60448	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997
4.55873	-12.0253	-2.25918	1.60448	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003
4.52676	-11.8641	-2.04614	1.81739	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002
4.42434	-11.7732	-2.04614	1.81739	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688
4.42344	-11.5889	-1.7791	2.06295	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689
4.33458	-11.4858	-1.7791	2.06295	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319
4.33453	-11.2833	-1.54551	2.3247	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319
4.24946	-11.1553	-1.54551	2.3247	4.43672	-11.0976	4.45	-11.05	0	1.8168
4.28109	-10.9954	-1.2389	2.40859	4.43803	-10.9525	4.45	-10.95	0	1.81679
4.21917	-10.8751	-1.2389	2.40859	4.40556	-10.7068	4.45	-10.8	0	3.00139
4.28246	-10.7156	-0.909653	2.51129	4.45507	-10.6618	4.45	-10.65	0	3.00138
4.23699	-10.5901	-0.909653	2.51129	4.44716	-10.5583	4.45	-10.55	0	2.00041
4.30009	-10.455	-0.624037	2.53637	4.45187	-10.4417	4.45	-10.45	0	2.00038
4.26887	-10.3282	-0.624037	2.53637	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875
4.36878	-10.1735	-0.279114	2.60952	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871
4.35342	-10.0299	-0.279114	2.60952	4.56608	-10.005	4.55	-10	0	2.72717
4.4325	-9.86712	-0.0309971	2.6602	4.55922	-9.84124	4.55	-9.85	0	2.72714
4.4308	-9.7209	-0.0309971	2.6602	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895
4.56564	-9.55756	0.327601	2.70515	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894
4.58202	-9.42232	0.327601	2.70515	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019
4.70293	-9.26748	0.602444	2.75663	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015
4.73306	-9.12966	0.602444	2.75663	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005
4.87209	-9.00812	0.888958	2.71378	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004
4.91655	-8.87239	0.888958	2.71378	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911
5.03603	-8.73419	1.08631	2.72027	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907
5.09577	-8.5846	1.08631	2.72027	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849
5.24474	-8.49192	1.32078	2.5707	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846
5.31075	-8.36343	1.32078	2.5707	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103
5.445	-8.24211	1.50019	2.55185	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099
5.52002	-8.11448	1.50019	2.55185	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953
5.65804	-8.01404	1.66588	2.48034	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995
5.74134	-7.89002	1.66588	2.48034	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989
5.83508	-7.81395	1.69336	2.35418	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988
5.91985	-7.69611	1.69336	2.35418	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772
6.0194	-7.60687	1.73226	2.27893	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977
6.11459	-7.48165	1.73226	2.27893	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199
6.22209	-7.39762	1.76462	2.17069	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991
6.31043	-7.28895	1.76462	2.17069	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736
6.46432	-7.2092	1.93695	2.0946	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736
6.57071	-7.09415	1.93695	2.0946	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303
6.707	-7.05523	2.01551	1.89459	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298
6.80785	-6.96043	2.01551	1.89459	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848
6.9276	-6.9059	2.0652	1.78869	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846
7.0412	-6.8075	2.0652	1.78869	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792
7.19556	-6.71644	2.17228	1.76944	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792
7.31504	-6.61912	2.17228	1.76944	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821
7.44708	-6.53342	2.20529	1.73895	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821
7.56843	-6.43773	2.20529	1.73895	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632
7.67395	-6.39596	2.16372	1.5974	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632
7.79286	-6.30818	2.16372	1.5974	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839
7.92492	-6.27514	2.19824	1.4537	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826
8.03481	-6.20248	2.19824	1.4537	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048
8.13564	-6.13584	2.17444	1.43784	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048
8.25524	-6.05675	2.17444	1.43784	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801
8.40889	-5.97502	2.26385	1.44479	8.45315	-5.97158	8.45	-5.95	2.727	1.818
8.52201	-5.90283	2.26385	1.44479	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064
8.63808	-5.83203	2.27162	1.44111	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064
8.75167	-5.75997	2.27162	1.44111	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976
8.89771	-5.67003	2.35698	1.48812	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974
9.01574	-5.59552	2.35698	1.48812	9.21669	-5.64514	9.05	-5.55	1.99699	1.997
9.14196	-5.49245	2.37854	1.56322	9.15342	-5.45253	9.15	-5.45	1.997	1.99701
9.27289	-5.4064	2.37854	1.56322	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659
9.38015	-5.28431	2.31631	1.6579	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659
9.50726	-5.19333	2.31631	1.6579	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219
9.5943	-5.07844	2.21105	1.72069	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219
9.70507	-4.99223	2.21105	1.72069	9.62802	-5.02338	9.65	-5	1.99604	0.998028
9.78785	-4.92169	2.13747	1.67951	9.75	-4.94288	9.75	-4.95	1.99605	0.998028
9.90536	-4.82936	2.13747	1.67951	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894
9.98918	-4.74804	2.04896	1.65058	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894
10.1018	-4.65733	2.04896	1.65058	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951
10.1812	-4.5171	1.96177	1.78061	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948
10.289	-4.41921	1.96177	1.78061	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907
10.3759	-4.29418	1.90678	1.85185	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907
10.4712	-4.20162	1.90678	1.85185	10.56	-4.15868	10.45	-4.1	2.00061	3.0009
10.5619	-4.04545	1.8946	2.01905	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009
10.6567	-3.94447	1.8946	2.01905	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964
10.7463	-3.80336	1.8813	2.12465	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962
10.8404	-3.69711	1.8813	2.12465	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952
10.9032	-3.52569	1.79899	2.29612	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949
10.9931	-3.41092	1.79899	2.29612	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064
11.0695	-3.27751	1.76329	2.34516	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064
11.1578	-3.16008	1.76329	2.34516	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563
11.2091	-3.00177	1.66609	2.45267	11.1569	-2.944	11.15	-2.95	0.998526	2.9956
11.3006	-2.86706	1.66609	2.45267	11.1386	-2.78926	11.15	-2.8	0	2.73104
11.2851	-2.6976	1.38479	2.54397	11.141	-2.65084	11.15	-2.65	0	2.73102
11.3613	-2.55766	1.38479	2.54397	11.1042	-2.54354	11.15	-2.55	0	1.81785
11.3127	-2.43563	1.05727	2.49693	11.1497	-2.45904	11.15	-2.45	0	1.81785
11.3657	-2.31061	1.05727	2.49693	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465
11.3933	-2.12881	0.990861	2.64625	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465
11.4478	-1.98329	0.990861	2.64625	11.3117	-1.92025	11.35	-1.95	0	1.81854
11.4366	-1.85011	0.818268	2.61384	11.3504	-1.8663	11.35	-1.85	0	1.81853
11.4816	-1.70637	0.818268	2.61384	11.4185	-1.70062	11.35	-1.7	0	2.72762
11.4524	-1.54926	0.623434	2.64892	11.3568	-1.53205	11.35	-1.55	0	2.72762
11.4867	-1.40353	0.623434	2.64892	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653
11.3988	-1.25102	0.302582	2.66671	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653
11.4154	-1.10451	0.302582	2.66671	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021
11.2656	-0.944368	-0.134211	2.70249	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021
11.2589	-0.809292	-0.134211	2.70249	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107
11.1199	-0.659751	-0.481911	2.7405	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104
11.0958	-0.522729	-0.481911	2.7405	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006
10.9348	-0.375932	-0.84195	2.76621	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003
10.8885	-0.223757	-0.84195	2.76621	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892
10.715	-0.155645	-1.17619	2.5453	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893
10.6562	-0.0284052	-1.17619	2.5453	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041
10.4498	0.0369127	-1.56433	2.38245	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041
10.3715	0.156247	-1.56433	2.38245	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0
10.1835	0.13845	-1.85277	2.0217	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0
10.0817	0.249462	-1.85277	2.0217	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584
9.88004	0.225803	-2.11541	1.66784	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584
9.7741	0.309322	-2.11541	1.66784	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471
9.57957	0.290111	-2.34841	1.3977	9.45825	0.149456	9.45	0.15	-2.99545	0.998471
9.45051	0.366923	-2.34841	1.3977	9.22819	0.16178	9.35	0.15	-1.81963	0
9.28831	0.312765	-2.43545	1.05362	9.24456	0.139817	9.25	0.15	-1.81962	0
9.16656	0.365436	-2.43545	1.05362	9.0729	0.205961	9.1	0.2	-3.00059	1.0002
9.01013	0.347392	-2.52667	0.867674	8.96281	0.250937	8.95	0.25	-3.0006	1.0002
8.88379	0.390777	-2.52667	0.867674	8.84168	0.257617	8.8	0.25	-2.99995	0
8.71502	0.355137	-2.63831	0.659793	8.65606	0.24536	8.65	0.25	-2.99994	0
8.5828	0.388201	-2.63831	0.659793	8.43549	0.247188	8.5	0.25	-2.99323	0
8.40532	0.350291	-2.7574	0.473081	8.34184	0.250769	8.35	0.25	-2.9932	0
8.25394	0.376262	-2.7574	0.473081	8.27073	0.243988	8.2	0.25	-2.73233	0
8.07517	0.341756	-2.82938	0.314174	8.03847	0.260731	8.05	0.25	-2.73234	0
7.93381	0.357452	-2.82938	0.314174	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078
7.76754	0.278885	-2.89488	0.0662941	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077
7.6226	0.282204	-2.89488	0.0662941	7.46173	0.143776	7.6	0.15	-2.99599	0
7.46801	0.228646	-2.92027	-0.0833195	7.45455	0.149294	7.45	0.15	-2.99596	0
7.30738	0.224063	-2.92027	-0.0833195	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998
7.19832	0.149032	-2.78477	-0.268423	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998
7.04503	0.134256	-2.78477	-0.268423	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664
6.90892	0.00956315	-2.73963	-0.557069	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662
6.7585	-0.0210238	-2.73963	-0.557069	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126
6.71314	-0.179172	-2.46379	-0.891944	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124
6.58981	-0.223823	-2.46379	-0.891944	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759
6.50117	-0.38305	-2.37256	-1.19312	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757
6.37081	-0.44861	-2.37256	-1.19312	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986
6.33331	-0.660599	-2.12859	-1.57779	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986
6.2268	-0.739551	-2.12859	-1.57779	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766
6.22016	-0.964584	-1.86596	-1.96192	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763
6.11749	-1.07253	-1.86596	-1.96192	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618
6.10788	-1.29875	-1.62146	-2.27264	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616
6.01884	-1.42355	-1.62146	-2.27264	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144
6.11107	-1.63705	-1.14545	-2.50552	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144
6.05371	-1.76253	-1.14545	-2.50552	6.34	-1.88987	6.35	-1.9	0	-2.99515
6.15074	-1.95236	-0.739577	-2.67469	6.35828	-2.03886	6.35	-2.05	0	-2.99515
