predicted_x	predicted_y	predicted_ax	predicted_ay	measured_x	measured_y	actual_x	actual_y	actual_ax	actual_ay
6.11008	-2.09939	-0.739577	-2.67469	6.45002	-2.23466	6.35	-2.2	0	-2.72856
6.18699	-2.28733	-0.430738	-2.78212	6.34057	-2.34076	6.35	-2.35	0	-2.72854
6.16327	-2.44049	-0.430738	-2.78212	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247
6.27661	-2.61857	-0.0708929	-2.84752	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467
6.27271	-2.77518	-0.0708929	-2.84752	6.46538	-2.81029	6.45	-2.8	0	-2.72732
6.35187	-2.93542	0.147117	-2.85703	6.45762	-2.94003	6.45	-2.95	0	-2.7273
6.35997	-3.09256	0.147117	-2.85703	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363
6.44544	-3.28912	0.350204	-2.96048	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626
6.46469	-3.45178	0.350204	-2.96048	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301
6.55995	-3.63926	0.549711	-3.02563	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301
6.59022	-3.80585	0.549711	-3.02563	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243
6.67521	-3.9665	0.693285	-3.01004	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428
6.71326	-4.13172	0.693285	-3.01004	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284
6.78971	-4.27817	0.794048	-2.9608	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284
6.82942	-4.42623	0.794048	-2.9608	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968
6.90332	-4.52261	0.883921	-2.82493	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966
6.9476	-4.6641	0.883921	-2.82493	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479
7.05587	-4.78896	1.05227	-2.78119	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479
7.10843	-4.92789	1.05227	-2.78119	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196
7.2019	-5.0168	1.15991	-2.64959	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194
7.26565	-5.16243	1.15991	-2.64959	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906
7.33362	-5.28278	1.171	-2.58314	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904
7.39218	-5.41195	1.171	-2.58314	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964
7.49256	-5.54636	1.28099	-2.59691	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964
7.55659	-5.67616	1.28099	-2.59691	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076
7.63073	-5.77571	1.3076	-2.51735	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074
7.70271	-5.91429	1.3076	-2.51735	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249
7.80439	-6.05206	1.38563	-2.51525	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249
7.88058	-6.19038	1.38563	-2.51525	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851
7.95391	-6.29864	1.37809	-2.43633	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849
8.02981	-6.43282	1.37809	-2.43633	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577
8.12903	-6.51934	1.43933	-2.31125	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577
8.20804	-6.64621	1.43933	-2.31125	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269
8.30715	-6.76134	1.49209	-2.28045	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269
8.38931	-6.88692	1.49209	-2.28045	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401
8.45927	-7.02426	1.46007	-2.31131	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398
8.53949	-7.15124	1.46007	-2.31131	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014
8.59228	-7.31805	1.38808	-2.41579	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012
8.66174	-7.43894	1.38808	-2.41579	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828
8.74206	-7.55791	1.41661	-2.41074	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828
8.81998	-7.69051	1.41661	-2.41074	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717
8.87719	-7.83651	1.36222	-2.44595	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715
8.95212	-7.97106	1.36222	-2.44595	8.88546	-7.96913	8.9	-8	0.908945	-2.72688
8.99364	-8.1312	1.27447	-2.51315	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687
9.06365	-8.26926	1.27447	-2.51315	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027
9.14151	-8.38124	1.29506	-2.44468	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026
9.20628	-8.50349	1.29506	-2.44468	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963
9.25305	-8.63636	1.24777	-2.47258	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996
9.31548	-8.76008	1.24777	-2.47258	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783
9.37204	-8.9124	1.23232	-2.54782	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784
9.43981	-9.05251	1.23232	-2.54782	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844
9.47715	-9.17749	1.15238	-2.50807	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843
9.54058	-9.31553	1.15238	-2.50807	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543
9.57558	-9.45285	1.07775	-2.50619	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542
9.63481	-9.59059	1.07775	-2.50619	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927
9.68474	-9.74132	1.05331	-2.54027	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923
9.73748	-9.86851	1.05331	-2.54027	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586
9.77179	-10.0175	1.00488	-2.5976	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584
9.82703	-10.1603	1.00488	-2.5976	9.75497	-10.1932	9.75	-10.2	0	-2.72857
9.82353	-10.3291	0.850546	-2.66579	9.74697	-10.3629	9.75	-10.35	0	-2.72854
9.87027	-10.4756	0.850546	-2.66579	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293
9.89319	-10.6326	0.787998	-2.69351	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293
9.93651	-10.7807	0.787998	-2.69351	9.86786	-10.8223	9.85	-10.8	0	-2.72846
9.92074	-10.9341	0.632878	-2.70736	9.8455	-10.9408	9.85	-10.95	0	-2.72844
9.95554	-11.083	0.632878	-2.70736	9.84594	-11.0973	9.85	-11.1	0	-2.72748
9.92204	-11.239	0.453609	-2.72614	9.83549	-11.2481	9.85	-11.25	0	-2.72745
9.94475	-11.3755	0.453609	-2.72614	9.8926	-11.4631	9.85	-11.4	0	-2.9967
9.92624	-11.5365	0.345308	-2.79067	9.87136	-11.5692	9.85	-11.55	0	-2.99671
9.94523	-11.69	0.345308	-2.79067	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768
9.86996	-11.8516	0.0976933	-2.81223	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765
9.87534	-12.0064	0.0976933	-2.81223	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613
9.78135	-12.1568	-0.163199	-2.80093	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261
9.77238	-12.3108	-0.163199	-2.80093	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931
9.66508	-12.4078	-0.421279	-2.6515	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193
9.64191	-12.5536	-0.421279	-2.6515	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825
9.50037	-12.6281	-0.731939	-2.46418	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823
9.46009	-12.7637	-0.731939	-2.46418	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718
9.25508	-12.8345	-1.1642	-2.2943	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717
9.19108	-12.9607	-1.1642	-2.2943	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921
9.00415	-13.0229	-1.4868	-2.12668	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921
8.92239	-13.1398	-1.4868	-2.12668	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854
8.71115	-13.2094	-1.82656	-2.00227	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853
8.61066	-13.3195	-1.82656	-2.00227	8.43462	-13.263	8.4	-13.15	-2.72644	0
8.39947	-13.3052	-2.11701	-1.67555	8.26001	-13.1483	8.25	-13.15	-2.72641	0
8.29365	-13.3889	-2.11701	-1.67555	8.10139	-13.1447	8.1	-13.15	-3.00083	0
8.08629	-13.3381	-2.38388	-1.32185	7.95138	-13.1593	7.95	-13.15	-3.00084	0
7.9551	-13.4109	-2.38388	-1.32185	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516
7.74416	-13.3886	-2.59334	-1.07227	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516
7.60144	-13.4476	-2.59334	-1.07227	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483
7.41436	-13.3465	-2.7098	-0.651864	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483
7.26548	-13.3823	-2.7098	-0.651864	7.19553	-13.2012	7.2	-13.15	-2.73035	0
7.08859	-13.3028	-2.78337	-0.34922	7.05296	-13.1563	7.05	-13.15	-2.73035	0
6.93549	-13.3221	-2.78337	-0.34922	6.87644	-13.2105	6.85	-13.15	-3.63616	0
6.73367	-13.2508	-2.91124	-0.111932	6.672	-13.1364	6.65	-13.15	-3.63617	0
6.57341	-13.257	-2.91124	-0.111932	6.53838	-13.1322	6.55	-13.15	-1.81656	0
6.43786	-13.217	-2.84641	0.0092445	6.46904	-13.1587	6.45	-13.15	-1.81657	0
6.28152	-13.2165	-2.84641	0.0092445	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352
6.13935	-13.1346	-2.80924	0.222778	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036
5.98462	-13.1223	-2.80924	0.222778	5.95573	-12.8757	6	-12.95	-2.72331	1.81553
5.84193	-12.9916	-2.77763	0.533684	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554
5.68923	-12.9622	-2.77763	0.533684	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475
5.5451	-12.8544	-2.75513	0.739534	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466
5.39377	-12.8138	-2.75513	0.739534	5.41889	-12.699	5.4	-12.65	-2.731	1.82067
5.23995	-12.673	-2.76167	1.00244	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066
5.08806	-12.6179	-2.76167	1.00244	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182
4.98636	-12.4707	-2.62999	1.24387	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182
4.85483	-12.4085	-2.62999	1.24387	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957
4.78617	-12.2584	-2.46474	1.47495	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955
4.66292	-12.1846	-2.46474	1.47495	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993
4.63831	-12.0364	-2.20527	1.6709	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992
4.52806	-11.9529	-2.20527	1.6709	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031
4.46952	-11.7708	-2.06919	1.93029	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003
4.36593	-11.6741	-2.06919	1.93029	4.53697	-11.5591	4.55	-11.55	0	1.99749
4.38298	-11.5265	-1.75178	2.06456	4.55238	-11.4548	4.55	-11.45	0	1.99746
4.28664	-11.4129	-1.75178	2.06456	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662
4.304	-11.1944	-1.45301	2.34039	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659
4.22408	-11.0657	-1.45301	2.34039	4.39651	-10.8822	4.45	-10.95	0	1.81807
4.28083	-10.9063	-1.09409	2.42081	4.45899	-10.8664	4.45	-10.85	0	1.81808
4.22069	-10.7732	-1.09409	2.42081	4.493	-10.7885	4.45	-10.7	0	2.72865
4.28315	-10.6026	-0.772245	2.51937	4.44058	-10.5544	4.45	-10.55	0	2.72864
4.24062	-10.4639	-0.772245	2.51937	4.44399	-10.3941	4.45	-10.4	0	2.72392
4.30494	-10.2907	-0.491821	2.60975	4.44086	-10.2469	4.45	-10.25	0	2.72391
4.27791	-10.1473	-0.491821	2.60975	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885
4.38192	-9.97881	-0.147919	2.67532	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884
4.37378	-9.83167	-0.147919	2.67532	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733
4.48846	-9.66436	0.174364	2.72825	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732
4.49805	-9.51439	0.174364	2.72825	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288
4.64908	-9.36713	0.545549	2.72115	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288
4.6791	-9.21741	0.545549	2.72115	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622
4.81203	-9.05582	0.815605	2.75229	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623
4.85693	-8.90434	0.815605	2.75229	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688
5.00657	-8.79346	1.09047	2.64574	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688
5.06648	-8.64809	1.09047	2.64574	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014
5.22025	-8.52244	1.33675	2.59401	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013
5.29368	-8.37996	1.33675	2.59401	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049
5.40914	-8.29191	1.44705	2.45114	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205
5.48162	-8.16914	1.44705	2.45114	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484
5.59041	-8.05213	1.5425	2.43601	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485
5.67522	-7.91819	1.5425	2.43601	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872
5.79638	-7.81364	1.63799	2.35879	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871
5.8864	-7.68402	1.63799	2.35879	5.9537	-7.7033	6	-7.75	2.72961	1.81974
6.05013	-7.60181	1.83156	2.23429	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974
6.14174	-7.49005	1.83156	2.23429	6.27	-7.55894	6.25	-7.55	1.9992	1.9992
6.27833	-7.40549	1.94978	2.1628	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918
6.38551	-7.28659	1.94978	2.1628	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911
6.51734	-7.20646	2.01451	2.06098	6.54947	-7.257	6.55	-7.25	1.81909	1.81909
6.61807	-7.1034	2.01451	2.06098	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996
6.73298	-7.01386	2.05183	2.02546	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996
6.8357	-6.91246	2.05183	2.02546	6.81357	-6.96259	6.85	-7	1.99752	0.998765
6.9435	-6.86335	2.06518	1.8879	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765
7.05695	-6.75964	2.06518	1.8879	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023
7.20705	-6.69884	2.16146	1.7751	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023
7.31509	-6.61012	2.16146	1.7751	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006
7.42581	-6.53298	2.16849	1.74462	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058
7.53432	-6.44568	2.16849	1.74462	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204
7.64693	-6.39387	2.17927	1.65125	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195
7.75591	-6.31129	2.17927	1.65125	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844
7.90321	-6.27498	2.28007	1.52955	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829
8.02877	-6.19076	2.28007	1.52955	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603
8.15326	-6.12176	2.27729	1.48953	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603
8.27844	-6.03988	2.27729	1.48953	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921
8.37967	-5.95578	2.21439	1.49538	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921
8.50138	-5.87359	2.21439	1.49538	8.45627	-5.87026	8.5	-5.9	2.729	0.909673
8.63289	-5.81122	2.24009	1.44333	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661
8.75607	-5.73185	2.24009	1.44333	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848
8.91116	-5.65586	2.32384	1.43445	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848
9.02739	-5.58412	2.32384	1.43445	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994
9.14735	-5.48721	2.33365	1.5006	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994
9.27573	-5.40465	2.33365	1.5006	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888
9.37895	-5.32835	2.26754	1.48418	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875
9.50385	-5.2466	2.26754	1.48418	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317
9.5968	-5.12398	2.18364	1.59148	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314
9.71668	-5.0366	2.18364	1.59148	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147
9.79944	-4.90046	2.08617	1.71949	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146
9.91408	-4.80596	2.08617	1.71949	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196
9.99714	-4.68915	2.00325	1.77805	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196
10.0974	-4.60017	2.00325	1.77805	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828
10.1797	-4.47887	1.9561	1.86299	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826
10.2874	-4.37634	1.9561	1.86299	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538
10.3673	-4.22733	1.88317	1.98506	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536
10.4708	-4.11823	1.88317	1.98506	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195
10.5659	-3.97954	1.86113	2.06276	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951
10.6682	-3.86609	1.86113	2.06276	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818
10.7598	-3.74949	1.83272	2.071	10.746	-3.7455	10.75	-3.75	1.81816	1.81817
10.8607	-3.63547	1.83272	2.071	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243
10.9546	-3.49002	1.81432	2.15345	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243
11.0544	-3.37152	1.81432	2.15345	11.1095	-3.32648	11	-3.3	0.908632	2.72588
11.1053	-3.21195	1.68586	2.26121	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588
11.1979	-3.0877	1.68586	2.26121	10.9851	-2.95299	11.1	-3	0.909905	2.72971
11.2303	-2.91648	1.52763	2.38442	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968
11.3143	-2.7854	1.52763	2.38442	11.0233	-2.67356	11.15	-2.7	0	2.72847
11.2807	-2.61174	1.2191	2.49612	11.1324	-2.55807	11.15	-2.55	0	2.72844
11.3477	-2.47446	1.2191	2.49612	11.2541	-2.42353	11.15	-2.4	0	2.72732
11.3007	-2.3056	0.919741	2.57898	11.1569	-2.2658	11.15	-2.25	0	2.72732
11.3512	-2.16382	0.919741	2.57898	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856
11.3781	-1.98821	0.857515	2.66776	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856
11.4252	-1.84149	0.857515	2.66776	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747
11.3691	-1.67116	0.586381	2.72972	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745
11.4014	-1.5208	0.586381	2.72972	11.3341	-1.51762	11.25	-1.5	0	2.72321
11.3579	-1.36065	0.387509	2.75541	11.2625	-1.34833	11.25	-1.35	0	2.72321
11.3792	-1.20918	0.387509	2.75541	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856
11.2921	-1.05646	0.103079	2.75866	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856
11.2978	-0.904839	0.103079	2.75866	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916
11.1446	-0.744353	-0.313703	2.78192	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913
11.1274	-0.591473	-0.313703	2.78192	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952
10.9901	-0.43967	-0.628697	2.77908	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949
10.9586	-0.300502	-0.628697	2.77908	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692
10.7663	-0.19819	-1.05124	2.68221	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691
10.7085	-0.0505852	-1.05124	2.68221	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579
10.5199	-0.00761781	-1.39459	2.40734	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579
10.4434	0.12456	-1.39459	2.40734	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655
10.2297	0.124822	-1.75458	2.06096	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655
10.1331	0.238278	-1.75458	2.06096	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268
9.91417	0.221489	-2.07569	1.71909	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826
9.79997	0.31607	-2.07569	1.71909	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784
9.63451	0.295363	-2.21019	1.41654	9.56967	0.149506	9.55	0.15	-1.81757	0.908775
9.51292	0.373293	-2.21019	1.41654	9.56225	0.148577	9.4	0.15	-2.72659	0
9.3304	0.318152	-2.37008	1.06736	9.25348	0.150166	9.25	0.15	-2.72658	0
9.20014	0.376814	-2.37008	1.06736	9.0821	0.207802	9.1	0.2	-2.72925	0.909752
9.01057	0.350444	-2.5257	0.844237	8.93575	0.243169	8.95	0.25	-2.72926	0.909752
8.87169	0.396868	-2.5257	0.844237	8.94634	0.26481	8.8	0.25	-2.72783	0
8.69389	0.359718	-2.62781	0.624938	8.64483	0.254352	8.65	0.25	-2.7278	0
8.54918	0.394131	-2.62781	0.624938	8.46866	0.251128	8.5	0.25	-2.72395	0
8.38379	0.349581	-2.68208	0.417743	8.35775	0.250149	8.35	0.25	-2.72395	0
8.23658	0.372511	-2.68208	0.417743	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929
8.06312	0.288694	-2.75093	0.137634	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929
7.92555	0.295577	-2.75093	0.137634	7.74678	0.154598	7.85	0.15	-3.9992	0
7.72321	0.234121	-2.92114	-0.0419866	7.63715	0.143302	7.65	0.15	-3.99916	0
7.57706	0.23202	-2.92114	-0.0419866	7.61982	0.157052	7.55	0.15	-1.99868	0
7.43443	0.200559	-2.91185	-0.119225	7.43926	0.160393	7.45	0.15	-1.99866	0
7.27422	0.193999	-2.91185	-0.119225	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734
7.13717	0.126584	-2.85098	-0.279149	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734
6.98042	0.111237	-2.85098	-0.279149	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889
6.87894	-0.00913851	-2.70585	-0.554972	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889
6.7301	-0.0396664	-2.70585	-0.554972	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792
6.66114	-0.192266	-2.49615	-0.875413	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792
6.5239	-0.240397	-2.49615	-0.875413	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188
6.46485	-0.40547	-2.29093	-1.18232	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878
6.33896	-0.470443	-2.29093	-1.18232	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941
6.27943	-0.715105	-2.11675	-1.65384	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937
6.17343	-0.797929	-2.11675	-1.65384	6.35624	-1.10001	6.35	-1.1	0	-2.99522
6.19433	-1.03965	-1.78321	-2.07145	6.36321	-1.25111	6.35	-1.25	0	-2.99519
6.09628	-1.15355	-1.78321	-2.07145	6.30992	-1.40686	6.35	-1.4	0	-2.72817
6.1536	-1.3935	-1.3751	-2.40261	6.35537	-1.55723	6.35	-1.55	0	-2.72817
6.07794	-1.52569	-1.3751	-2.40261	6.50996	-1.74616	6.35	-1.7	0	-2.72628
6.15671	-1.73631	-0.969617	-2.60851	6.35448	-1.83673	6.35	-1.85	0	-2.72628
6.10347	-1.87955	-0.969617	-2.60851	6.38849	-2.02257	6.35	-2	0	-2.73154
6.1825	-2.07335	-0.622398	-2.74122	6.35078	-2.13767	6.35	-2.15	0	-2.73152
6.15133	-2.21064	-0.622398	-2.74122	6.28921	-2.27735	6.35	-2.3	0	-2.99503
6.21157	-2.38638	-0.382137	-2.84227	6.33355	-2.43768	6.35	-2.45	0	-2.99503
6.19057	-2.54254	-0.382137	-2.84227	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73
6.29413	-2.72256	-0.0549287	-2.90492	6.45623	-2.7536	6.45	-2.75	0.91	-2.73
6.29111	-2.8826	-0.0549287	-2.90492	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277
6.40128	-3.0325	0.242271	-2.8783	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274
6.4146	-3.19081	0.242271	-2.8783	6.70928	-3.32749	6.55	-3.25	0	-3.63617
6.48063	-3.3958	0.380604	-3.0008	6.54763	-3.45513	6.55	-3.45	0	-3.63613
6.50155	-3.56074	0.380604	-3.0008	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901
6.57685	-3.73056	0.523305	-3.0136	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898
6.60564	-3.89633	0.523305	-3.0136	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795
6.73057	-4.00666	0.775595	-2.86812	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793
6.77318	-4.16425	0.775595	-2.86812	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994
6.87724	-4.32481	0.936831	-2.87589	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399
6.92884	-4.48319	0.936831	-2.87589	7.00947	-4.44692	7	-4.45	0.907889	-1.81577
7.01381	-4.60152	1.02441	-2.77078	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576
7.07011	-4.7538	1.02441	-2.77078	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935
7.12915	-4.87117	1.03161	-2.67918	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933
7.18588	-5.01849	1.03161	-2.67918	7.2829	-5.01975	7.25	-5	1.81861	-2.72792
7.28703	-5.15723	1.14818	-2.65667	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789
7.34444	-5.29007	1.14818	-2.65667	7.32687	-5.26205	7.4	-5.3	0.999994	-3
